Date;TransactionID_count;TransactionID_nunique;CustomerID_count;CustomerID_nunique;ProductID_count;ProductID_nunique;Age_mean;Age_std;Age_median;Age_max;Age_min;Income_mean;Income_std;Income_median;Income_max;Income_min;Qty_sum;Qty_mean;TotalAmount_sum;TotalAmount_mean;TotalAmount_std;TotalAmount_max;TotalAmount_min;TotalAmount_median;Price_x_mean;Price_x_std;Price_x_median;Price_x_max;Price_x_min;AmountPerProduct_mean;ProductToCustomerRatio_mean;IncomeToAmount_mean;AmountPerQty_mean;QtyToPrice_mean;Year_first;Month_first;Day_first;DayOfWeek_first;IsWeekend_mean;WeekOfYear_first;Quarter_first;IsMonthStart_sum;IsMonthEnd_sum;ProductID_P1;ProductID_P10;ProductID_P2;ProductID_P3;ProductID_P4;ProductID_P5;ProductID_P6;ProductID_P7;ProductID_P8;ProductID_P9;Age_0;Age_2;Age_3;Age_18;Age_19;Age_20;Age_21;Age_22;Age_23;Age_24;Age_25;Age_26;Age_27;Age_28;Age_29;Age_30;Age_31;Age_32;Age_33;Age_34;Age_35;Age_36;Age_37;Age_38;Age_39;Age_40;Age_41;Age_42;Age_43;Age_44;Age_45;Age_46;Age_47;Age_48;Age_49;Age_50;Age_51;Age_52;Age_53;Age_54;Age_55;Age_56;Age_57;Age_58;Age_59;Age_60;Age_61;Age_62;Age_65;Age_66;Age_68;Age_69;Age_70;Age_72;StoreID_1;StoreID_2;StoreID_3;StoreID_4;StoreID_5;StoreID_6;StoreID_7;StoreID_8;StoreID_9;StoreID_10;StoreID_11;StoreID_12;StoreID_13;StoreID_14;StoreName_Bonafid;StoreName_Buana;StoreName_Buana Indah;StoreName_Gita Ginara;StoreName_Harapan Baru;StoreName_Lingga;StoreName_Prestasi Utama;StoreName_Priangan;StoreName_Prima Kelapa Dua;StoreName_Prima Kota;StoreName_Prima Tendean;StoreName_Sinar Harapan;GroupStore_Buana;GroupStore_Gita;GroupStore_Harapan Baru;GroupStore_Lingga;GroupStore_Prestasi;GroupStore_Priangan;GroupStore_Prima;Type_General Trade;Type_Modern Trade;Latitude_-1,26916;Latitude_-2,990934;Latitude_-3,654703;Latitude_-5,135399;Latitude_-5,45;Latitude_-6,2;Latitude_-6,914864;Latitude_-6,966667;Latitude_-7,250445;Latitude_-7,797068;Latitude_0,533505;Latitude_3,316694;Latitude_3,597031;Latitude_5,54829;Longitude_101,447403;Longitude_104,756554;Longitude_105,26667;Longitude_106,816666;Longitude_107,608238;Longitude_110,370529;Longitude_110,416664;Longitude_112,768845;Longitude_114,590111;Longitude_116,825264;Longitude_119,42379;Longitude_128,190643;Longitude_95,323753;Longitude_98,678513;Marital Status_Married;Marital Status_Single;Gender_0;Gender_1;Product Name_Cashew;Product Name_Cheese Stick;Product Name_Choco Bar;Product Name_Coffee Candy;Product Name_Crackers;Product Name_Ginger Candy ;Product Name_Oat;Product Name_Potato Chip;Product Name_Thai Tea;Product Name_Yoghurt
2022-01-01;13;13;13;13;13;9;38.0;8.669871202426636;36.0;49;19;773.0769230769231;542.2232722071941;795.0;1503.0;0.0;49;3.769230769230769;431200;33169.230769230766;20449.750797804547;70000;10000;30000.0;9561.538461538461;3561.7267491902626;9400.0;16000;3200;71.1925741766724;0.02237136465324385;0.031063883265080076;9561.538461538461;0.0005171654586548203;2022;1;1;5;1.0;52;1;13;0;2;1;1;1;1;1;0;2;1;3;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;3;0;0;0;0;0;0;1;2;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;4;1;0;0;0;0;0;0;3;1;1;1;1;0;4;0;0;3;1;1;0;2;0;1;5;0;0;3;1;3;9;4;1;3;0;0;1;2;1;4;1;0;0;0;0;0;0;3;1;2;1;0;4;1;0;1;0;0;0;0;10;3;6;7;0;1;2;2;1;1;1;1;1;3
2022-01-02;16;16;16;16;16;7;40.125;10.42353107157071;40.5;58;20;818.125;444.6803908426815;927.0;1799.0;136.0;59;3.6875;613600;38350.0;20479.908853963847;88000;8400;33000.0;11575.0;5083.633870897209;9400.0;18000;3200;101.8620871215659;0.02237136465324385;0.03316466038455733;11575.0;0.000454020783442326;2022;1;2;6;1.0;52;1;0;0;2;3;1;2;0;1;4;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;0;1;0;0;0;0;0;0;1;2;0;2;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;1;1;0;2;2;0;2;1;2;2;1;1;1;2;3;2;2;0;2;0;0;2;3;2;3;2;2;2;9;7;1;2;2;1;2;0;0;1;2;2;0;1;2;0;0;2;2;0;0;2;1;2;1;1;1;2;0;2;14;2;9;7;4;3;2;3;2;1;0;0;1;0
2022-01-03;18;18;18;17;18;9;37.94444444444444;11.206469886644118;36.5;59;20;844.3888888888889;470.544382964954;894.5;2001.0;0.0;63;3.5;561300;31183.333333333332;15793.380966497998;60000;9600;26100.0;9961.111111111111;5310.604140761132;9400.0;18000;3200;70.07508722417808;0.02237136465324385;0.03399844455545549;9961.111111111111;0.0005695696836654283;2022;1;3;0;0.0;1;1;0;0;0;2;3;3;1;2;2;2;2;1;0;0;0;0;0;1;0;0;0;1;0;0;0;2;2;0;1;0;0;1;1;0;0;1;0;0;2;0;1;0;1;0;0;0;0;0;0;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;3;2;0;4;0;2;1;3;0;1;3;1;4;2;2;3;0;0;0;2;4;1;6;2;2;3;0;13;5;1;2;0;2;3;0;0;1;0;0;0;3;4;2;0;2;3;0;0;0;1;0;3;1;2;0;2;4;16;2;13;5;2;2;0;2;3;3;2;1;2;1
2022-01-04;18;18;18;17;18;8;41.55555555555556;11.361556553582853;42.5;61;19;749.9444444444445;523.0466712076828;639.5;1834.0;0.0;45;2.5;396500;22027.777777777777;19272.34548916127;72000;7500;16000.0;9994.444444444445;5666.877158720325;10000.0;18000;3200;55.291301032546414;0.02237136465324385;0.04980404265873016;9994.444444444445;0.00044674823633156967;2022;1;4;1;0.0;1;1;0;0;0;3;2;1;1;5;2;0;2;2;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;0;0;1;0;1;1;0;0;1;3;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;4;2;0;2;1;1;2;0;1;0;2;1;0;2;1;0;2;2;0;2;1;2;2;0;4;2;2;3;0;2;3;2;6;8;10;0;1;1;1;2;4;2;2;1;0;2;2;0;0;2;1;2;4;2;0;2;1;2;0;1;1;0;0;14;4;5;13;2;3;0;0;1;2;2;1;5;2
2022-01-05;10;10;10;9;10;6;33.8;5.287301349039559;34.0;44;27;801.0;398.22467137143684;915.5;1457.0;291.0;30;3.0;273400;27340.0;19671.536120327088;70000;10000;17800.0;10060.0;4014.47381359002;10000.0;16000;4200;55.69299947511058;0.02237136465324385;0.04266938619477449;10060.0;0.0003904811411992263;2022;1;5;2;0.0;1;1;0;0;1;0;0;0;1;2;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;0;0;4;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;0;1;0;0;2;0;2;1;0;2;0;1;0;1;0;1;2;0;0;3;2;1;1;1;2;1;2;6;4;2;0;0;1;1;0;2;1;0;0;2;0;0;1;2;0;1;0;2;0;1;0;0;2;1;0;1;0;7;3;5;5;0;0;1;1;0;0;2;1;2;3
2022-01-06;18;18;18;17;18;7;41.77777777777778;14.683145822398894;42.0;72;18;966.5;761.7702486739068;891.0;2002.0;0.0;71;3.9444444444444446;452600;25144.444444444445;16060.884973867125;60000;9600;16800.0;6755.555555555556;4640.134661106573;4200.0;18000;3200;53.47288545613639;0.02237136465324385;0.049718329017974405;6755.555555555556;0.0008607199144433186;2022;1;6;3;0.0;1;1;0;0;0;1;6;2;2;5;1;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;2;0;1;0;0;1;0;0;1;0;1;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;1;0;1;1;2;2;2;0;1;0;2;0;0;1;1;2;3;1;2;2;3;1;2;1;1;4;3;1;2;6;7;11;0;1;2;1;2;1;2;1;0;3;0;1;2;2;0;1;2;1;2;3;1;0;1;0;1;2;2;2;11;7;11;7;1;1;0;1;2;6;0;2;5;0
2022-01-07;9;9;9;8;9;5;43.77777777777778;18.14371639010168;52.0;61;3;1104.0;986.5551175681975;569.0;3377.0;432.0;37;4.111111111111111;272200;30244.444444444445;17241.745206845444;61600;9600;30000.0;8288.888888888889;5237.471824373962;8800.0;16000;3200;63.28888419263659;0.02237136465324385;0.045630662778579446;8288.888888888889;0.0008010822510822511;2022;1;7;4;0.0;1;1;0;0;1;0;3;0;0;1;0;0;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;2;1;0;1;0;1;1;0;1;1;2;0;1;1;1;0;0;1;0;1;3;1;2;1;1;0;1;7;2;1;1;0;1;0;0;0;0;1;1;0;2;1;1;0;1;0;0;0;1;0;1;2;1;1;0;1;1;7;2;2;7;0;0;1;0;0;3;2;0;1;2
2022-01-08;15;15;15;15;15;7;35.333333333333336;14.850044091645303;34.0;59;2;708.7333333333333;556.0704563101266;494.0;1862.0;0.0;47;3.1333333333333333;442100;29473.333333333332;14469.942574013141;60000;12000;32000.0;10060.0;3755.909629218619;9400.0;16000;4200;62.12724547812822;0.02237136465324385;0.026231770636967446;10060.0;0.0003800199564029351;2022;1;8;5;1.0;1;1;0;0;1;1;0;3;3;2;0;3;2;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;3;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2;2;1;2;0;1;1;1;2;0;1;1;0;2;1;1;1;2;1;1;0;2;2;1;1;2;3;3;1;1;0;5;9;6;1;1;1;0;0;1;2;1;2;2;0;1;2;1;0;1;0;1;2;2;1;2;1;1;0;1;1;2;10;5;8;7;0;1;1;3;3;0;2;3;2;0
2022-01-09;14;14;14;13;14;7;39.714285714285715;9.441549509633317;41.0;54;24;781.3571428571429;641.240937215053;695.5;1857.0;57.0;47;3.357142857142857;341200;24371.428571428572;18051.86666552493;70400;8400;16000.0;8985.714285714286;5207.370094078517;8800.0;16000;3200;51.526679150936154;0.02237136465324385;0.053256121160585444;8985.714285714286;0.0006257150587507731;2022;1;9;6;1.0;1;1;0;0;2;1;2;0;1;4;0;0;3;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;3;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;1;0;0;0;3;1;3;0;0;1;1;0;0;0;1;3;0;1;3;2;0;3;0;1;1;3;3;1;5;5;9;0;0;3;0;1;0;3;0;1;2;3;0;1;0;3;0;1;0;3;2;0;1;0;0;0;3;0;1;11;3;7;7;0;1;2;0;0;2;3;1;4;1
2022-01-10;17;17;17;17;17;8;40.0;12.584712948653218;42.0;62;19;854.7058823529412;566.8921595755539;792.0;2181.0;0.0;60;3.5294117647058822;537900;31641.176470588234;20916.592062987027;61600;7500;28200.0;9752.941176470587;4222.131814477555;9400.0;16000;3200;71.22317268656661;0.02237136465324385;0.05448809794710921;9752.941176470587;0.0005061554215496643;2022;1;10;0;0.0;2;1;0;0;3;2;3;2;2;0;0;2;2;1;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;1;0;1;2;0;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;1;2;0;2;0;0;2;1;2;1;1;2;0;3;0;0;2;2;1;2;2;3;2;0;1;2;2;2;2;2;3;3;3;9;8;0;2;2;0;3;1;2;2;0;0;1;2;1;1;1;2;3;1;2;0;2;0;2;0;0;2;1;1;11;6;7;10;0;2;3;2;2;3;2;2;0;1
2022-01-11;18;18;18;18;18;9;36.111111111111114;13.620438314139564;34.0;62;19;599.7777777777778;496.15812891545863;518.5;1877.0;0.0;75;4.166666666666667;574100;31894.444444444445;19872.400968716334;75000;7500;21750.0;8777.777777777777;4871.713740691445;7500.0;18000;3200;62.723499896447834;0.02237136465324385;0.029768752134226424;8777.777777777777;0.0007342688750046906;2022;1;11;1;0.0;2;1;0;0;0;1;3;4;1;3;1;2;2;1;0;0;0;0;1;0;1;2;0;1;0;1;1;0;0;0;1;0;0;2;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;2;3;1;3;0;1;0;2;1;2;0;2;0;1;0;0;0;3;2;2;2;1;3;1;2;2;0;3;4;2;2;1;6;9;9;0;2;1;1;1;2;3;3;0;1;0;0;2;2;0;2;1;2;3;1;3;0;0;0;1;1;2;2;11;7;13;5;1;1;0;2;4;3;2;1;3;1
2022-01-12;11;11;11;11;11;7;40.90909090909091;12.234823623203937;37.0;60;26;565.9090909090909;363.92841453930316;444.0;1355.0;37.0;35;3.1818181818181817;369700;33609.09090909091;22217.040961633687;70400;7500;30000.0;11681.818181818182;4169.128969417517;12000.0;16000;3200;71.51262455973423;0.02237136465324385;0.01934240702479339;11681.818181818182;0.000372038567493113;2022;1;12;2;0.0;2;1;0;0;1;3;1;1;1;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;2;0;2;1;1;1;0;0;1;0;2;1;2;1;1;1;0;0;1;1;0;1;3;3;2;1;0;0;2;8;3;1;0;1;0;0;0;1;1;2;1;0;2;1;1;0;0;0;0;1;1;1;2;2;1;0;1;1;1;9;2;7;4;0;3;1;0;1;1;2;1;0;2
2022-01-13;10;10;10;10;10;6;46.2;9.772978620211502;44.5;61;31;885.1;511.38340693543125;627.5;1688.0;387.0;28;2.8;309800;30980.0;16898.244484758372;56400;15000;25200.0;12160.0;4848.642421681901;10700.0;18000;4200;87.75472614135072;0.02237136465324385;0.0324752835600176;12160.0;0.00031074851862085905;2022;1;13;3;0.0;2;1;0;0;2;1;0;0;1;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2;1;1;0;3;0;0;0;1;0;2;0;0;0;0;0;1;1;3;2;0;2;1;0;0;0;1;1;3;2;0;3;4;6;0;2;0;3;0;0;2;1;0;1;0;0;1;0;0;2;0;0;2;1;1;0;0;0;3;0;0;1;9;1;5;5;3;1;2;2;0;0;0;1;1;0
2022-01-14;9;9;9;9;9;6;35.111111111111114;16.699135040807086;33.0;68;19;476.77777777777777;567.498629464816;216.0;1659.0;0.0;31;3.4444444444444446;285800;31755.555555555555;19356.078574385305;60000;12000;28200.0;9633.333333333334;3984.9717690342554;9400.0;15000;4200;57.01355764751361;0.02237136465324385;0.028644147998048708;9633.333333333334;0.00045620285939434877;2022;1;14;4;0.0;2;1;0;0;0;2;0;1;1;2;0;2;0;1;0;0;0;0;2;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;1;0;0;0;0;1;1;0;0;0;1;2;0;1;0;0;0;1;0;2;1;1;2;1;1;0;1;1;0;2;4;2;7;1;0;1;0;2;2;1;0;0;1;0;0;0;1;0;0;2;2;1;1;0;0;0;1;0;1;1;0;5;4;7;2;0;2;0;2;1;0;0;1;2;1
2022-01-15;25;25;25;25;25;10;40.12;12.75512968704487;40.0;61;19;871.12;506.9551525200889;933.0;1834.0;6.0;102;4.08;932700;37308.0;24693.148847402997;79200;8400;28200.0;9460.0;4654.209564111468;9400.0;18000;3200;79.28320058694611;0.02237136465324385;0.034986836569340825;9460.0;0.0006062477357158208;2022;1;15;5;1.0;2;1;0;0;2;3;2;1;3;6;1;2;2;3;0;0;0;0;1;0;0;0;1;1;1;2;0;0;0;1;0;2;1;0;0;0;1;0;1;2;0;0;0;0;1;1;0;1;1;0;2;0;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;4;3;0;3;2;0;1;4;3;2;1;0;1;1;2;1;1;3;2;3;0;1;3;0;4;5;2;5;6;3;1;1;7;14;11;1;0;3;0;1;4;3;3;2;0;1;1;2;4;1;0;1;4;3;0;3;2;1;1;0;3;4;2;18;7;12;13;1;3;2;2;1;2;2;3;6;3
2022-01-16;11;11;11;11;11;6;40.90909090909091;14.47380078247967;37.0;61;19;848.2727272727273;588.5932535986275;856.0;2037.0;0.0;33;3.0;414600;37690.90909090909;22122.633412207262;75000;15000;48000.0;13454.545454545454;4340.590659429575;15000.0;18000;3200;80.5274329575873;0.02237136465324385;0.032970599173553716;13454.545454545454;0.0003297520661157025;2022;1;16;6;1.0;2;1;0;0;1;4;1;0;0;0;1;0;3;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;1;1;1;0;0;1;0;0;2;1;1;1;0;0;1;1;1;2;0;1;0;1;1;2;1;2;1;2;0;2;0;4;7;4;1;1;0;0;0;2;1;1;0;1;1;1;2;0;1;1;0;2;1;1;1;0;1;1;0;0;0;2;8;3;4;7;1;4;1;0;0;1;3;0;0;1
2022-01-17;17;17;17;16;17;8;40.11764705882353;11.444880694775593;39.0;57;19;800.8235294117648;546.7389956933424;781.0;2037.0;112.0;77;4.529411764705882;665500;39147.05882352941;22929.841845482137;75000;12600;32000.0;9047.058823529413;4747.778118112043;8800.0;16000;3200;70.64012997834882;0.02237136465324385;0.028002799467949657;9047.058823529413;0.0006869068613905911;2022;1;17;0;0.0;3;1;0;0;1;3;1;2;0;5;0;2;2;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;3;0;1;0;0;1;1;0;0;0;0;0;1;1;0;0;2;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;3;1;1;0;1;1;2;2;0;2;0;2;1;0;2;1;1;0;3;0;1;3;1;1;4;3;1;2;3;2;1;5;8;9;2;0;2;1;1;1;3;1;0;1;2;1;0;2;2;0;1;1;3;1;1;0;1;2;1;2;2;0;13;4;9;8;0;3;1;2;2;1;2;0;5;1
2022-01-18;12;12;12;12;12;5;43.25;13.51177937276145;44.5;60;22;1092.3333333333333;562.8069802069773;1080.0;1949.0;248.0;37;3.0833333333333335;287100;23925.0;15630.339087812523;48000;7500;15500.0;8516.666666666666;4924.121210629333;7500.0;16000;3200;45.828178564451775;0.02237136465324385;0.05448044808201058;8516.666666666666;0.0005275603681188787;2022;1;18;1;0.0;3;1;0;0;0;0;2;4;0;2;0;1;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;1;1;2;2;0;0;0;2;1;1;0;1;1;2;1;0;2;1;0;1;0;1;2;3;2;0;2;3;0;2;8;4;1;1;0;2;0;1;1;1;1;0;2;2;0;0;2;1;0;1;1;0;1;1;2;1;2;0;0;0;10;2;9;3;0;0;0;1;4;2;3;0;2;0
